Product Category,Product Name,Units Sold,Returns,Revenue,Customer Rating,Stock Level,Season,Trend Score
Activewear,Uniqlo Grey Activewear L,48,0,5516.92,3.8,597,Autumn,5.23
Dresses,Zara Green Dresses XL,69,10,4325.2,4.5,557,Winter,6.11
Outerwear,Zara Green Outerwear L,424,3,43414.61,4.5,53,Autumn,143.31
Outerwear,Levi's Yellow Outerwear XL,195,24,6063.92,4.6,433,Spring,19.94
Accessories,Adidas Blue Accessories XS,348,15,3727.49,5,160,Summer,59.32
Activewear,Nike Yellow Activewear M,158,5,8976.51,4.5,405,Winter,19.62
Shoes,Levi's White Shoes L,203,1,6960.9,4.1,211,Autumn,21.7
Dresses,Gucci Pink Dresses L,253,15,22331.03,3.5,198,Autumn,32.87
Dresses,Levi's Black Dresses XL,94,13,4516.41,4.4,891,Spring,19.65
Outerwear,H&M Pink Outerwear L,270,8,46546.61,4.5,959,Spring,40.75
Activewear,Adidas Green Activewear XL,487,86,60543.22,4.2,755,Spring,60.74
Accessories,Gucci Green Accessories S,205,31,5057.4,4.8,414,Summer,27.23
Accessories,Nike Red Accessories M,482,66,71767.48,3.9,768,Autumn,485.75
Jeans,Adidas White Jeans L,404,1,73137.4,4.7,998,Autumn,51.05
Dresses,H&M Grey Dresses XS,273,1,43687.78,3.5,308,Summer,57.66
Dresses,Levi's White Dresses XS,22,1,2434.91,3.1,729,Autumn,1.43
Dresses,Nike Blue Dresses S,434,41,43734.32,5,820,Winter,40.33
Tops,Zara Blue Tops S,208,37,30933.44,3.7,286,Summer,234.33
Outerwear,H&M Black Outerwear XS,403,27,48598.34,3.2,10,Winter,29.65
Activewear,H&M Blue Activewear M,115,20,2191.07,4.7,910,Spring,10.18
Jeans,Uniqlo Green Jeans L,94,7,6830.61,3.3,462,Summer,11.58
Outerwear,Uniqlo Red Outerwear XS,51,5,651.5,3.4,322,Summer,3.3
Activewear,Adidas White Activewear M,124,1,1357.06,4.5,539,Spring,11.32
Jeans,H&M Black Jeans L,414,38,74866.12,4.9,106,Winter,36.95
Accessories,Levi's Red Accessories XS,195,37,28997.8,3.9,512,Autumn,38.39
Accessories,Uniqlo Red Accessories L,387,6,21596.18,4.5,866,Summer,53.73
Outerwear,Uniqlo Green Outerwear L,454,81,37262.67,4.4,453,Autumn,134.75
Accessories,Adidas Yellow Accessories XL,173,17,16182.64,3.1,391,Summer,38.6
Tops,Zara Blue Tops L,267,14,4476.63,4.9,40,Autumn,25.04
Jeans,Uniqlo Pink Jeans XS,364,17,72316.25,3.8,387,Summer,27.14
Shoes,Uniqlo Black Shoes L,459,62,40292.45,3.4,749,Summer,33.59
Outerwear,Levi's Blue Outerwear XL,359,15,49212.05,3.8,883,Winter,57.01
Shoes,Nike Green Shoes XS,277,14,45111.64,4.6,823,Spring,24.94
Accessories,Gucci Grey Accessories S,129,22,22125.94,4.7,720,Autumn,16.58
Jeans,Gucci White Jeans XS,353,49,56215.48,4.9,39,Summer,121.7
Jeans,Levi's Yellow Jeans L,345,35,38785.69,4.7,906,Spring,36.7
Accessories,Adidas Black Accessories L,459,64,49692.88,4.8,609,Summer,46.6
Activewear,Uniqlo Red Activewear XS,107,21,13932.28,4.4,618,Winter,81.38
Dresses,Adidas Black Dresses M,50,6,5529.12,3,486,Winter,8.21
Tops,Levi's Grey Tops S,219,6,8656.12,4.2,199,Spring,33.01
Dresses,Prada Green Dresses XL,128,4,20952.43,3.5,861,Autumn,24.63
Shoes,Levi's Pink Shoes S,259,51,45057.62,3.3,40,Winter,36.88
Dresses,Uniqlo Pink Dresses XL,340,64,8911.42,3.9,603,Summer,24.09
Jeans,Zara Green Jeans XS,360,3,14236.13,3,715,Spring,27.6
Shoes,Levi's White Shoes XS,160,27,13971.32,3.6,518,Spring,28.76
Outerwear,Nike Pink Outerwear M,174,4,29277.44,3.2,981,Autumn,18.38
Activewear,Zara Black Activewear XS,450,66,18018.19,4.6,79,Spring,118.79
Activewear,Nike Yellow Activewear M,457,31,87648.05,4.2,723,Winter,65.54
Outerwear,H&M Yellow Outerwear S,24,0,3254.48,3.6,614,Autumn,2.12
Outerwear,Nike Pink Outerwear M,202,15,38003.65,3.9,407,Spring,19.92
Dresses,Uniqlo Green Dresses M,225,7,30594.11,4.5,366,Autumn,71.71
Accessories,Adidas Green Accessories M,427,63,48772.35,4,703,Spring,108.25
Outerwear,H&M Blue Outerwear M,169,7,27332.43,4.2,722,Autumn,13.72
Outerwear,H&M Blue Outerwear S,68,3,2310.08,3.9,749,Spring,8.74
Outerwear,Nike Blue Outerwear L,100,13,14870.53,3,696,Summer,20.71
Jeans,Levi's Yellow Jeans M,29,3,2388.8,3.1,401,Winter,3.47
Dresses,Prada Pink Dresses XS,178,6,1962.81,4.2,682,Summer,46.58
Accessories,Nike Grey Accessories XL,96,11,8869.67,3.7,577,Spring,16.76
Outerwear,Zara Red Outerwear XL,495,42,91964.49,4.1,913,Spring,56.15
Jeans,H&M Black Jeans L,151,13,3560.16,4.3,813,Autumn,17.2
Accessories,Uniqlo Pink Accessories XS,167,3,22756.97,3.1,335,Summer,43.19
Dresses,Zara Pink Dresses XS,378,0,58885.47,4.5,736,Autumn,53.04
Jeans,Zara Red Jeans M,312,48,46911.15,5,663,Summer,66.73
Activewear,Prada White Activewear S,153,18,17724.14,3.1,355,Autumn,9.96
Shoes,Zara Grey Shoes M,491,70,11309.97,4.5,679,Spring,57.36
Dresses,Prada Red Dresses M,340,24,60989.46,3.2,407,Summer,20.24
Accessories,Zara Yellow Accessories XL,377,21,24201.83,4,489,Winter,208.49
Tops,H&M Yellow Tops L,287,8,37688.15,3.9,651,Winter,47.72
Outerwear,Prada Grey Outerwear M,26,2,843.93,3.5,477,Spring,6.4
Accessories,Levi's White Accessories S,152,2,7928.02,3.4,709,Autumn,39.81
Accessories,Levi's White Accessories S,24,1,312.4,4.2,654,Autumn,3.22
Outerwear,Nike Grey Outerwear M,316,17,5920.45,4.8,607,Winter,53.95
Activewear,Levi's Grey Activewear M,375,58,38351.98,3.1,85,Autumn,805.49
Tops,Nike White Tops M,241,25,34771.42,3.9,368,Winter,62.45
Tops,Levi's White Tops S,496,98,45500.82,3.7,404,Summer,32.49
Shoes,Adidas Grey Shoes XL,390,62,50966.35,4.3,319,Summer,50.86
Dresses,Zara Pink Dresses M,370,43,38252.98,4.9,275,Summer,55.23
Outerwear,Uniqlo Black Outerwear XS,142,15,16721.21,4.4,997,Autumn,29.58
Tops,Gucci Yellow Tops M,212,18,27167.08,4.8,10,Spring,50.39
Activewear,Zara Yellow Activewear XL,428,62,80327.04,4.2,902,Spring,219.6
Accessories,Adidas Green Accessories XL,96,14,18520.96,4.5,373,Autumn,12
Activewear,Levi's Black Activewear S,309,55,52831.04,3.7,158,Summer,38.19
Accessories,Levi's Blue Accessories XS,390,59,19780.09,4.2,401,Autumn,80.78
Dresses,H&M Grey Dresses S,351,22,33585.44,3.3,351,Spring,27.27
Activewear,Zara Pink Activewear XS,316,1,31949.93,3.6,936,Spring,33.64
Tops,Levi's White Tops M,44,3,6279.57,4.9,454,Spring,60.69
Activewear,Zara Yellow Activewear XL,307,18,18491.68,4,334,Winter,93.76
Jeans,Nike Green Jeans S,101,11,7361.3,4.4,283,Winter,172.17
Accessories,Uniqlo Black Accessories S,64,5,6571.5,4,135,Autumn,98.74
Shoes,H&M Green Shoes XL,99,8,11521.29,3.9,865,Winter,11.56
Shoes,Zara Black Shoes L,466,74,42393.43,3.3,667,Spring,536.76
Dresses,Prada Green Dresses L,304,15,27060.61,3.8,38,Winter,72.3
Shoes,Adidas Green Shoes L,156,18,20169.14,4.5,745,Summer,15.08
Tops,Zara Red Tops XL,139,15,24228.99,4.4,400,Summer,32.61
Tops,Prada Red Tops XS,491,31,31106.21,3.4,170,Autumn,42.69
Tops,Gucci Red Tops S,194,11,35299.17,3.9,802,Spring,23.05
Tops,Uniqlo Grey Tops XL,496,69,22461.14,4.4,422,Summer,61.38
Tops,H&M Blue Tops M,455,54,81498.18,4.3,38,Spring,160.25
Accessories,Levi's Pink Accessories XL,385,5,18883.2,3.7,705,Summer,46.23
Accessories,Levi's Black Accessories L,376,62,15780.55,4.2,323,Summer,28.97
Jeans,Gucci Green Jeans M,465,10,9300.01,3.4,917,Winter,182.86
Dresses,Nike Yellow Dresses M,284,14,7637.67,3.7,448,Autumn,41.21
Dresses,Nike Red Dresses L,212,9,11150.45,4.8,665,Winter,28.01
Outerwear,Nike Grey Outerwear XL,442,19,71582.22,4.8,353,Autumn,250.67
Jeans,Uniqlo Black Jeans S,137,4,2875.45,3.7,357,Autumn,27.58
Shoes,Gucci Green Shoes S,397,71,65879.93,4.5,620,Spring,90.17
Outerwear,Zara Pink Outerwear S,84,3,13650.03,4.4,472,Summer,9.64
Accessories,Levi's Grey Accessories XL,152,15,19809.08,4.9,354,Spring,18.13
Accessories,Prada Red Accessories L,72,13,2828.56,4,794,Summer,7.04
Activewear,Levi's Yellow Activewear XS,80,5,8816.58,3.9,9,Winter,56.25
Jeans,Nike Black Jeans M,127,18,16294.17,3.3,18,Autumn,11.71
Activewear,Prada Yellow Activewear XS,464,28,14783.95,4.3,484,Spring,168.9
Dresses,Zara Yellow Dresses L,49,5,7312.88,4.7,125,Summer,5.97
Dresses,Adidas Grey Dresses M,392,42,33546.99,4.7,482,Spring,65.46
Accessories,Nike Grey Accessories XL,467,26,17583.86,4.1,8,Winter,40.76
Shoes,Prada Yellow Shoes M,56,6,5367.5,4.5,383,Winter,85.55
Jeans,Uniqlo Yellow Jeans M,152,14,12716.24,3.6,856,Autumn,11.84
Accessories,Prada Pink Accessories S,83,15,13738.64,4.8,210,Spring,10.95
Dresses,Adidas Blue Dresses XS,434,6,14455.99,3.2,296,Winter,28.82
Outerwear,H&M Grey Outerwear S,430,40,62283.19,4.3,457,Autumn,1290
Activewear,H&M Yellow Activewear S,307,38,34119.56,3.9,222,Spring,73.16
Jeans,Nike Black Jeans L,366,41,63906.03,4.1,905,Summer,39.43
Outerwear,Prada Red Outerwear XS,351,45,25397.05,3.9,944,Summer,264.61
Tops,Gucci Red Tops S,170,24,31397.06,4.2,420,Spring,37.3
Shoes,Nike Grey Shoes M,373,25,28245.67,4.8,141,Winter,161.86
Tops,Zara Grey Tops S,423,49,75897.41,3,393,Autumn,33.94
Shoes,Zara Red Shoes M,291,4,46226.22,3.4,159,Summer,116.72
Accessories,Levi's Green Accessories L,27,0,511.95,3.2,137,Spring,3.85
Outerwear,Adidas Grey Outerwear XS,312,13,37182.02,4.1,51,Spring,51.27
Shoes,Prada Blue Shoes M,277,30,44577.99,4.4,595,Spring,51.83
Accessories,Gucci Yellow Accessories XS,106,8,15844.4,4.2,665,Summer,12.26
Outerwear,Levi's Yellow Outerwear M,343,30,23696.78,3.7,858,Winter,26.91
Tops,Adidas White Tops M,102,11,15322.74,4.5,446,Summer,19.57
Dresses,Zara Green Dresses M,142,24,20619.25,3.8,14,Autumn,52.44
Accessories,Gucci Yellow Accessories M,348,18,10432.06,3.9,365,Winter,29.61
Accessories,Prada White Accessories S,430,80,60202.44,4.5,986,Autumn,35.32
Jeans,Uniqlo Red Jeans XL,112,0,1336.03,3.3,779,Summer,51.48
Activewear,Prada Red Activewear L,32,0,1959.87,3.1,632,Autumn,11.74
Dresses,Gucci Blue Dresses S,241,8,18003.09,3.5,571,Summer,23.37
Activewear,Gucci Blue Activewear S,193,32,24023.31,4.2,981,Spring,19.25
Dresses,Uniqlo Grey Dresses M,397,75,20661.72,4.2,508,Autumn,31.6
Outerwear,Prada White Outerwear M,51,6,9800.75,4.6,203,Spring,17.86
Dresses,Uniqlo Grey Dresses XL,30,5,5125.46,3.8,76,Autumn,2.72
Shoes,Levi's Green Shoes L,309,15,48031.69,4.4,276,Winter,30.76
Activewear,Nike White Activewear XL,10,0,1639.93,4.4,95,Spring,1.43
Jeans,H&M Pink Jeans S,49,2,2825.04,4.5,606,Winter,8.24
Outerwear,Nike White Outerwear XS,81,8,8694.81,4.6,698,Summer,68.53
Activewear,Zara Yellow Activewear L,100,8,15711.73,4.8,97,Spring,200.73
Tops,Prada Red Tops L,366,30,15795.67,4.2,949,Autumn,49.31
Jeans,Zara White Jeans XS,74,0,4964.61,4.4,581,Summer,7.44
Jeans,Adidas Pink Jeans L,386,5,75942.95,3.4,365,Summer,125.52
Activewear,Gucci Black Activewear M,228,18,34721.15,3.2,48,Summer,13.63
Tops,H&M Blue Tops S,66,7,8325.18,3.6,24,Spring,15.27
Shoes,Gucci Black Shoes XL,110,7,11928.32,3.8,618,Winter,9.39
Dresses,Adidas Blue Dresses L,239,22,10196.2,4.6,630,Winter,119.12
Tops,Prada Red Tops XS,127,2,5878.22,3,788,Summer,19.18
Accessories,Adidas Blue Accessories XS,443,41,15915.33,4.2,110,Autumn,42.96
Dresses,Gucci Green Dresses M,194,19,13470.39,4.5,966,Autumn,42.04
Shoes,Gucci Pink Shoes XL,356,27,25803.35,4.2,897,Autumn,62.05
Dresses,H&M Yellow Dresses M,182,25,35834.92,3.3,401,Spring,42.64
Accessories,Gucci Black Accessories S,436,78,71307.42,4,273,Spring,30.16
Tops,Prada Yellow Tops XL,397,28,54661.33,3.6,509,Spring,30.84
Outerwear,Adidas Pink Outerwear L,237,37,6029.25,4.8,203,Winter,23.43
Activewear,H&M Red Activewear S,195,35,4930.54,3.4,590,Summer,18.23
Shoes,H&M White Shoes S,399,17,58807.67,3.8,312,Winter,393.39
Accessories,Zara Yellow Accessories XS,160,9,17594.9,4.3,975,Summer,176.92
Shoes,Zara White Shoes XL,391,15,24418.02,3.6,776,Autumn,30.78
Outerwear,H&M Grey Outerwear XL,361,42,48053.89,3.7,358,Winter,213.44
Activewear,Prada Grey Activewear S,243,22,16744.14,4.8,152,Summer,128.74
Jeans,H&M Red Jeans XL,191,15,9419.26,4,583,Summer,19.06
Tops,Uniqlo Grey Tops XS,157,9,12880.45,4.9,848,Winter,24.37
Accessories,H&M Red Accessories S,321,12,4895.69,3.4,838,Winter,366.06
Dresses,Adidas Grey Dresses M,345,53,22684.11,4.3,572,Spring,68.46
Activewear,Uniqlo Blue Activewear M,275,10,43451.75,4,462,Summer,36.78
Jeans,Adidas Pink Jeans L,303,3,28562.99,4.1,209,Spring,43.68
Jeans,Nike Grey Jeans S,316,60,29035.48,4.6,214,Summer,26.81
Dresses,Adidas Red Dresses XL,20,2,440.8,4,182,Autumn,2.56
Jeans,Nike White Jeans S,56,3,3193.78,4.9,258,Winter,24.09
Activewear,Prada Blue Activewear S,256,5,3855.84,4,366,Spring,34.55
Shoes,H&M Grey Shoes XL,268,42,19750.57,3.2,696,Autumn,60.57
Activewear,Gucci Pink Activewear S,455,33,36379.36,3.4,162,Autumn,61.87
Accessories,Prada Yellow Accessories L,354,7,19287.79,3.3,722,Spring,47.87
Shoes,Uniqlo Pink Shoes L,15,1,1004.67,4.1,424,Summer,1.16
Shoes,Uniqlo Black Shoes M,437,74,76641.73,4.1,209,Winter,53.65
Dresses,Gucci White Dresses XS,253,17,9614.77,3.2,642,Spring,15.4
Tops,Adidas Grey Tops M,401,69,46891.49,3.7,980,Spring,39.23
Tops,Gucci Green Tops M,481,12,35428.98,3.6,261,Winter,53.28
Activewear,Nike Grey Activewear S,163,20,15867.8,3.8,174,Winter,11.58
Shoes,Gucci Green Shoes S,330,65,25521.22,4.4,521,Autumn,130.72
Jeans,Uniqlo Grey Jeans XL,129,9,13141.2,4.5,991,Autumn,10.89
Activewear,Prada Pink Activewear XL,300,37,50479.42,4,454,Winter,43.54
Jeans,Adidas Yellow Jeans XL,271,39,4920.45,3.8,875,Autumn,57.28
Shoes,Uniqlo Black Shoes XL,69,6,2715.35,4.7,298,Summer,6.43
Shoes,Gucci Pink Shoes M,306,49,59199.77,4,234,Winter,24.68
Tops,Gucci Pink Tops L,313,3,7776.98,3.5,526,Autumn,28.09
Accessories,Nike Pink Accessories XS,250,23,31544.48,4.6,663,Spring,105.8
Jeans,Uniqlo White Jeans XS,221,11,26262.46,3.3,350,Winter,22.72
Outerwear,Gucci Blue Outerwear XS,361,40,21977.05,3.4,641,Summer,46.3
Accessories,Adidas Blue Accessories XL,77,7,14180.77,4.6,124,Summer,12.61
Accessories,Uniqlo Black Accessories XL,268,3,31460.4,4.9,652,Autumn,42.53
Jeans,H&M Yellow Jeans M,86,11,15824.89,3.2,87,Autumn,14.16
Jeans,Zara Green Jeans M,442,47,23325.45,4.2,616,Winter,50.38
Activewear,H&M Grey Activewear M,31,0,5920.67,3.1,843,Autumn,2.92
Dresses,H&M Blue Dresses XS,442,69,72142.58,3.5,17,Autumn,103.69
Tops,Zara Blue Tops L,448,8,75181.94,3.9,499,Summer,38.3
Accessories,Prada Grey Accessories L,452,12,84939.99,3.5,767,Autumn,33.41
Activewear,Prada White Activewear L,50,4,8925.08,4.6,704,Autumn,4.28
Jeans,Adidas Yellow Jeans S,163,14,11559.91,3.4,605,Autumn,51.22
Shoes,Prada Pink Shoes M,317,35,50258.69,3.1,976,Spring,21.74
Accessories,Uniqlo Red Accessories XL,405,2,63549.51,3.3,40,Summer,116.76
Outerwear,Gucci Pink Outerwear S,215,40,24369.71,3.8,785,Winter,15.03
Activewear,H&M Black Activewear M,46,0,2997.42,4.5,963,Spring,11.2
Outerwear,Prada Blue Outerwear L,260,13,30059.03,3.5,261,Autumn,170.18
Shoes,Adidas Yellow Shoes M,100,6,11913.58,4.7,294,Spring,50.2
Jeans,H&M Green Jeans XS,32,3,4884.43,4.9,810,Winter,7.05
Accessories,Zara Yellow Accessories M,96,17,7273.29,4,544,Spring,15.73
Shoes,H&M Pink Shoes M,244,16,11549.83,4.8,788,Autumn,55.78
Accessories,Adidas Grey Accessories XL,81,13,9774.54,4.5,55,Winter,51.43
Outerwear,Uniqlo Green Outerwear M,257,36,40221.14,4.7,136,Autumn,23.33
Outerwear,Uniqlo Grey Outerwear XL,261,15,30621.93,4,814,Summer,25.49
Dresses,Uniqlo Yellow Dresses XS,475,91,62578.03,4.6,685,Summer,351.17
Activewear,Gucci Red Activewear M,164,14,31883.69,4.4,83,Autumn,100.46
Dresses,Nike White Dresses XL,205,25,15442.52,3.1,745,Summer,25.8
Dresses,Levi's Yellow Dresses L,373,29,31990.84,3.7,97,Summer,45.2
Jeans,Levi's Green Jeans XL,37,7,6850.96,4.2,797,Autumn,3.38
Jeans,Uniqlo White Jeans XL,454,85,8001.81,3.2,47,Spring,59.52
Tops,Gucci Red Tops M,309,9,23486.37,3.4,669,Autumn,27.46
Dresses,Zara White Dresses XL,352,66,48312.82,4.5,489,Winter,95.4
Tops,Zara Black Tops XL,26,1,382.45,4.8,529,Summer,2.5
Shoes,Adidas Pink Shoes M,217,38,41033.18,4.9,677,Summer,95.34
Shoes,Adidas Yellow Shoes XS,226,0,17578.63,4.9,605,Summer,114.4
Activewear,H&M White Activewear XS,137,10,22547.87,4.1,324,Summer,11.24
Dresses,Nike Blue Dresses M,249,16,34087.53,4.8,757,Spring,41.04
Accessories,Zara Red Accessories L,245,26,15771.4,3.4,847,Winter,33.39
Shoes,Prada Red Shoes L,21,3,3566.6,4.1,789,Autumn,2.01
Accessories,Gucci White Accessories XS,340,66,32522.57,4.5,611,Winter,150.92
Activewear,H&M Black Activewear L,398,23,21047.3,3.4,471,Winter,118.38
Activewear,Adidas Green Activewear XL,289,40,4365.09,3.4,158,Spring,32.14
Jeans,Zara Green Jeans XL,492,10,94659.48,4.3,822,Summer,81.79
Activewear,Adidas Yellow Activewear XL,351,45,29966.5,3.1,457,Spring,26.45
Dresses,Nike Yellow Dresses S,72,7,10143.6,3.6,406,Autumn,57.21
Dresses,Levi's Blue Dresses M,135,21,3209.63,4,69,Spring,11.03
Tops,Gucci Red Tops XS,206,2,36403.68,4.6,639,Spring,26.16
Dresses,Nike Yellow Dresses L,243,38,9022.71,3.4,1,Spring,45.11
Accessories,Uniqlo White Accessories M,273,3,20810.23,3.8,816,Autumn,280.33
Outerwear,Adidas Blue Outerwear L,157,3,22737.86,3.3,783,Winter,38.18
Jeans,Levi's Yellow Jeans XS,495,82,83212.97,3.8,714,Autumn,92.43
Tops,Uniqlo Blue Tops S,318,16,59751.72,3.5,674,Summer,22.74
Jeans,Adidas Yellow Jeans S,466,36,50626.58,3.4,369,Spring,124.96
Dresses,Uniqlo Red Dresses L,499,14,27937.28,4.9,278,Summer,67.82
Accessories,Zara Grey Accessories M,133,18,24823.59,4,49,Spring,19.06
Outerwear,Gucci Blue Outerwear XL,331,39,14658.88,3.2,503,Summer,31.9
Shoes,Gucci Yellow Shoes M,431,19,32649.28,4.1,25,Summer,60.24
Tops,Adidas Grey Tops M,50,0,707.02,4.5,733,Summer,6.47
Outerwear,Adidas Yellow Outerwear L,295,9,55643.94,4.2,437,Summer,47.24
Outerwear,Zara White Outerwear XL,386,23,52351.35,3.2,516,Autumn,90.4
Activewear,Gucci Blue Activewear M,90,7,8799.02,3.2,407,Autumn,6.18
Tops,Nike Grey Tops XL,243,37,37452.18,4.1,343,Summer,41.69
Shoes,Uniqlo Red Shoes S,144,23,18009.74,4.3,265,Winter,154.39
Outerwear,Adidas Pink Outerwear XS,120,21,22172.53,4.3,673,Spring,47.46
Activewear,Uniqlo White Activewear XS,251,50,13484.31,3.6,273,Winter,49.49
Outerwear,Zara White Outerwear M,404,68,14426.98,4,541,Summer,35.37
Activewear,Levi's Yellow Activewear L,279,52,31951.21,4,621,Spring,18.59
Jeans,Gucci Grey Jeans XS,335,44,8579.57,3.9,742,Spring,265.78
Tops,H&M Grey Tops L,406,54,24760.48,4.2,17,Autumn,33.84
Dresses,Adidas White Dresses S,38,1,7218.42,3.8,997,Autumn,6.03
Dresses,Zara Grey Dresses XS,440,1,73416.42,4.5,585,Winter,138.53
Outerwear,Adidas Black Outerwear M,120,8,5211.64,3.5,365,Autumn,9.1
Activewear,Zara Grey Activewear XS,166,0,3698.46,4.9,685,Summer,188.29
Jeans,H&M Pink Jeans XL,235,31,40627.24,3.1,21,Summer,14.63
Accessories,Gucci White Accessories M,135,9,21183.95,4.6,325,Summer,21.98
Activewear,Gucci Grey Activewear L,168,33,9465.59,3.9,247,Autumn,14.3
Tops,Nike Black Tops XL,491,53,26483.37,4.8,662,Autumn,1258.92
Tops,Adidas Pink Tops L,489,30,89380.02,3.6,484,Spring,65.31
Jeans,H&M Pink Jeans M,133,1,17754.94,3.1,184,Summer,16.25
Dresses,Zara Black Dresses M,386,63,36776.07,3.6,233,Winter,70.82
Activewear,Uniqlo Blue Activewear S,249,36,17698.61,3.8,446,Spring,23.45
Shoes,Gucci Black Shoes XS,344,64,48654.17,4,549,Autumn,27.75
Shoes,Nike Blue Shoes S,39,4,2026.41,4.7,581,Winter,4.58
Shoes,H&M Blue Shoes XL,290,58,12214.3,4.6,365,Spring,22.12
Outerwear,Adidas Red Outerwear S,14,1,459.75,4.8,322,Spring,8.78
Shoes,Prada Pink Shoes L,115,4,12955.76,3.8,834,Spring,61.22
Jeans,Adidas Green Jeans XL,330,59,49122.16,3.3,365,Spring,24.27
Activewear,Prada Red Activewear XS,373,17,45364.92,4.3,784,Autumn,153.85
Dresses,Zara White Dresses XS,300,14,20681.86,4.7,809,Autumn,31.02
Activewear,Zara White Activewear M,471,89,59486.53,3.8,904,Winter,40.17
Shoes,Uniqlo Blue Shoes L,144,12,26460.47,3.5,690,Summer,14.03
Tops,H&M White Tops L,52,6,1513.73,3.4,730,Summer,26.07
Shoes,Zara Blue Shoes S,423,54,17224.66,4.8,700,Winter,73.77
Tops,Prada Green Tops S,492,15,30979.75,4.8,885,Winter,303.26
Shoes,H&M Grey Shoes XL,444,5,87171.42,4.8,231,Summer,146.54
Shoes,Zara Blue Shoes XS,148,10,15883.93,4.2,157,Spring,13.01
Jeans,Adidas Red Jeans XS,138,3,22158.62,4.5,666,Summer,34.17
Tops,Zara Black Tops S,48,0,5006.75,3.9,651,Winter,36.21
Outerwear,Nike Black Outerwear M,252,16,44903.48,5,578,Autumn,34.59
Outerwear,Gucci Green Outerwear M,316,6,28072.51,3.3,71,Autumn,30.06
Outerwear,Nike White Outerwear XL,119,16,21736.03,4.1,666,Summer,143.64
Activewear,H&M Pink Activewear XL,111,3,4736.22,3.5,351,Summer,29.51
Dresses,Prada Yellow Dresses M,128,2,23747.56,4.8,473,Autumn,11.97
Outerwear,Gucci Green Outerwear L,311,57,17330.3,3.1,901,Winter,28.01
Accessories,H&M White Accessories L,15,2,2622.49,3.4,442,Summer,1.24
Shoes,Levi's Pink Shoes XL,425,55,78730.17,3.6,251,Spring,35.1
Activewear,Uniqlo Red Activewear XL,373,39,53740.03,3.1,837,Spring,51.69
Activewear,Adidas Green Activewear M,446,2,49436.96,5,256,Spring,54.68
Tops,Prada White Tops L,290,36,30831.16,4.7,847,Summer,55.73
Jeans,Adidas Pink Jeans XL,181,31,33289.06,3.6,513,Spring,100.75
Dresses,Gucci Grey Dresses XS,495,54,8416.16,3.8,244,Summer,40.87
Dresses,Uniqlo Grey Dresses XL,385,37,7648.59,4.2,665,Winter,235.74
Activewear,Levi's Green Activewear M,242,27,7300.54,3.1,886,Autumn,54.95
Outerwear,H&M Blue Outerwear S,470,64,60991.05,4.7,214,Autumn,133.81
Jeans,Uniqlo Green Jeans XL,98,6,12782.38,4.6,7,Summer,11.09
Accessories,Gucci Yellow Accessories XS,238,46,17546.57,4.5,67,Summer,21.48
Accessories,Adidas Yellow Accessories XL,167,16,25008.31,4.9,25,Autumn,81.67
Activewear,Uniqlo Yellow Activewear S,80,9,943.36,4.9,723,Winter,9.9
Dresses,Adidas Green Dresses XL,361,35,53509.08,3.4,716,Summer,247.41
Accessories,Gucci Grey Accessories L,309,1,50291.99,4,294,Summer,113.97
Tops,H&M Red Tops XL,206,5,3287.18,3.9,629,Summer,57.64
Dresses,Uniqlo Pink Dresses M,250,37,23408.54,4,184,Spring,26.82
Activewear,Nike Blue Activewear S,366,62,48684.95,4.2,482,Spring,95.43
Outerwear,Levi's Green Outerwear M,93,1,13161.35,3.1,354,Summer,6.19
Jeans,Adidas Grey Jeans M,218,17,6747.98,3.8,259,Spring,97.18
Jeans,Prada Blue Jeans S,152,14,27683.52,4.5,333,Spring,44.11
Accessories,Uniqlo Green Accessories XS,302,26,47999.83,4.1,341,Spring,26.44
Activewear,Zara Pink Activewear XL,353,63,67395.8,3.7,937,Winter,105.3
Activewear,Nike Blue Activewear M,37,5,3784.41,4.9,504,Summer,4.17
Tops,Zara Grey Tops XL,242,7,27955.67,3.7,517,Autumn,17.97
Activewear,Adidas Black Activewear S,436,68,71216.6,3.1,278,Spring,90.18
Jeans,Gucci Black Jeans XS,174,34,15909,4.4,963,Spring,14.98
Accessories,Zara Black Accessories L,332,61,9524.4,3,36,Autumn,70.03
Shoes,Adidas Blue Shoes S,14,2,1423.23,3.5,742,Autumn,0.84
Jeans,Prada Blue Jeans XS,91,15,11460.9,3,89,Summer,8.89
Tops,H&M Pink Tops XS,116,16,14055.2,3,66,Winter,26.53
Accessories,Nike Pink Accessories L,15,2,1443.02,4.9,218,Winter,5.06
Tops,Adidas Red Tops M,362,34,5679.04,4.7,951,Autumn,31.09
Activewear,Prada Pink Activewear M,258,0,13358.97,3.9,316,Spring,32.71
Jeans,Zara White Jeans L,276,8,18149.52,3.8,293,Summer,58.97
Shoes,Levi's Blue Shoes M,483,88,19053.64,4.4,765,Spring,50.38
Dresses,Adidas Blue Dresses L,232,42,44715.45,3.3,113,Autumn,22.78
